0,0,0,0,3.51673,0.000199334,-0.000287094,-0.00048242,0.316976,-0.00166727,-0.00012595,0.000180491,0.000300179,0.296211,0.000997429,298,1.4087e-09,7.33422,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0102029,1.85988
100,0.725556,2.53944,8.79944,3.42526,0.000199213,-0.000286895,-0.000482023,0.316707,-0.00166415,-0.000125886,0.000180369,0.000299958,0.286106,0.000995772,298,2.32093e-08,398.555,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0102473,1.85988
200,0.708889,2.48111,8.61879,3.37773,0.000199226,-0.000286937,-0.000482099,0.316583,-0.00166382,-0.00012589,0.000180391,0.000300008,0.280632,0.000995683,298,3.498e-08,609.786,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0102713,1.85988
300,0.699444,2.44806,8.51404,3.34076,0.000199213,-0.000286895,-0.000482004,0.316497,-0.00166296,-0.000125886,0.000180369,0.000299957,0.276361,0.00099526,298,4.41432e-08,774.223,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0102899,1.85988
400,0.691667,2.42083,8.42695,3.30636,0.000199213,-0.000286896,-0.000482002,0.316425,-0.00166262,-0.000125886,0.000180369,0.000299958,0.272744,0.000995128,298,5.1902e-08,913.459,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103057,1.85988
500,0.685,2.3975,8.35156,3.2748,0.000199226,-0.000286937,-0.000482074,0.316358,-0.00166263,-0.00012589,0.000180392,0.000300005,0.269556,0.000995168,298,5.87468e-08,1036.29,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103197,1.85988
600,0.679444,2.37806,8.28821,3.24606,0.000199214,-0.000286896,-0.000481979,0.316305,-0.00166193,-0.000125887,0.00018037,0.000299954,0.266667,0.000994824,298,6.49351e-08,1147.34,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103323,1.85988
700,0.673889,2.35861,8.22478,3.21938,0.000199334,-0.000287069,-0.000482218,0.316252,-0.00166233,-0.000125952,0.000180484,0.000300117,0.264018,0.000995152,298,7.06179e-08,1249.32,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103439,1.85988
800,0.668889,2.34111,8.16724,3.19423,0.000199207,-0.000286849,-0.000481865,0.31621,-0.00166108,-0.000125885,0.000180349,0.000299891,0.26155,0.000994417,298,7.58979e-08,1344.07,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103546,1.85988
900,0.663889,2.32361,8.10984,3.17064,0.000199209,-0.000286867,-0.000481885,0.316169,-0.0016607,-0.000125886,0.000180357,0.000299911,0.259239,0.000994282,298,8.08473e-08,1432.89,7e-05,0.000117097,0.5,0.5,176471,120000,0.0185988,1e-14,3e-14,0.0178241,0,0.0103647,1.85988
